id,univ_rank,univ_factor,major_rank,major_factor,know_reason,prof_exp,study_hard,time_eff,edu_doubt,learn_fun,study_mate,try_hard,write_vol,find_data,self_study,try_fail,get_fdbk,real_appl,ask_q,fit_major,enjoy_major,cont_major,int_major,rechoice_major,why_not_rechoice,move_univ,change_major,change_career,take_leave,drop_out,go_abroad,go_grad,work_fee,has_future_job,future_job_desc,job_region,has_income,has_major_income,income_class,income_contest,income_perf,income_broadcast,income_studio,income_creator,income_choreo,info_dept,info_career_center,info_online,info_family,info_friends,info_academy,info_self,help_financial,help_resume,help_career,help_social,help_no,smoke_exp,drink_freq,exercise_reg,weight_control,burnout,mental_health,physical_health,birth_area,current_area,housing_type,housing_infra,housing_transit,housing_safety,housing_hygiene,housing_green,housing_culture,housing_edu,housing_neighbor,move_for_univ,stay_after,non_stay_reason,lecture_fac,support_fac,scholarship,tuition,transport,prac_cls,theory_cls,prof_effort,lecture_qual,admin_serv,car_spt,intern_abroad,total_univ,career_course,career_mentoring,job_test,job_prep,field_practice,abroad_practice,job_info,job_fair,prof_hi,prof_chat,prof_class_talk,prof_other_talk,prof_career,prof_personal,prof_grade,prof_event,peer_personal,peer_class,peer_study,peer_career,peer_advice,peer_event,peer_external,students_diligent,course_variety,student_interact,prof_passion,prof_access,major_belong,major_proud,univ_belong,univ_proud,gender,grade,enter_type,enter_year,major_detail,dance_years,exp_solo_comp,exp_group_comp,exp_concours,exp_perf,exp_video,exp_broadcast,univ_name,univ_area,univ_course_year
74,1,social_reputation,1,on_interest,4,3,5,2,2,4,5,4,3,4,4,5,4,5,1,4,5,4,5,0,low_salary,3,4,4,4,1,1,4,5,0,,wherever,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,5,4,5,4,1,5,3,lose_weight,1,3,2,seoul,seoul,parents,2,4,3,2,3,4,3,4,0,1,,4,5,2,3,5,4,4,3,4,1,2,2,4,0,0,0,0,1,0,0,0,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,0,4,early,2021,choreo,over10,1,1,1,1,1,0,kpu,seoul,4
75,3,commute_near,2,career_goals,4,5,4,4,4,5,4,4,2,1,4,4,4,4,3,4,4,4,4,1,,1,1,2,1,1,4,4,5,1,"professor, academy_head",wherever,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,4,5,5,5,5,1,3,3,keep_weight,1,5,4,yeongnam,yeongnam,independent,3,3,3,3,4,4,4,4,0,1,,5,1,2,3,2,5,5,5,5,4,4,3,5,1,1,0,1,1,0,1,0,5,5,5,4,4,4,4,5,4,5,4,4,4,4,4,5,5,3,5,5,5,5,5,5,0,2,early,2024,streetdance,4to7,1,1,0,1,1,0,pau,yeongnam,2
76,3,parent_teacher,1,suggested,5,5,5,5,1,5,5,4,2,1,3,2,3,3,1,3,2,4,4,0,no_aptitude,2,4,4,4,5,4,2,4,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,lose_weight,1,2,2,yeongnam,yeongnam,independent,1,2,2,2,2,2,2,2,0,1,,3,3,2,2,1,3,3,3,2,3,2,2,2,1,1,1,1,1,0,0,0,4,4,4,4,3,2,2,2,1,2,1,1,1,1,1,4,3,3,4,4,3,3,3,3,1,3,early,2021,streetdance,2to4,1,1,0,1,1,0,bau,seoul,4
77,1,edu_structure,1,on_interest,5,5,4,3,5,5,5,5,3,3,5,5,5,5,4,5,5,5,5,1,,1,1,1,1,1,1,1,1,1,academy_instructor,wherever,0,0,,,,,,,,,,,,,,,,,,,,1,4,4,lose_weight,0,5,5,yeongnam,honam,dormitory,4,3,4,4,3,4,3,3,1,0,better_culture,5,4,5,5,3,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,less2,0,1,0,1,1,0,pku,honam,2
78,2,major_apportunity,1,on_interest,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,1,,2,2,2,2,2,2,2,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,2,3,keep_weight,1,4,4,seoul,seoul,parents,4,4,4,4,4,4,4,4,0,1,,3,2,3,3,3,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,0,1,early,2025,streetdance,less2,1,1,0,1,1,0,bau,seoul,2
79,1,social_reputation,1,on_interest,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,1,,1,3,2,1,1,5,2,5,1,k_pop_choreographer,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,3,keep_weight,1,3,3,honam,seoul,independent,3,3,3,3,3,3,2,3,1,1,,5,4,5,4,5,5,5,5,5,5,5,5,5,1,0,1,0,0,0,0,0,5,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,0,0,0,1,1,0,bau,seoul,2
80,1,prefer_prof,1,on_interest,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,1,1,1,1,1,4,1,4,1,dancer,yeongnam,0,0,,,,,,,,,,,,,,,,,,,,1,5,4,gain_weight,0,5,5,yeongnam,yeongnam,parents,3,3,3,3,3,3,3,3,0,1,,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,early,2025,streetdance,less2,1,1,1,1,1,0,dku,yeongnam,2
81,2,major_apportunity,1,on_interest,5,5,5,3,1,5,1,5,5,5,5,5,4,5,5,5,5,5,5,1,,4,3,5,1,1,5,5,5,1,performer,seoul,1,1,1,1,1,,0,0,0,1,1,1,1,1,1,1,5,5,5,5,4,1,2,5,lose_weight,0,5,5,seoul,seoul,parents,3,1,3,3,3,3,3,3,0,0,better_job,3,3,1,1,5,4,5,4,4,3,1,1,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,2,5,2,5,5,2,5,0,1,early,2025,streetdance,over10,1,1,1,1,1,1,bau,seoul,2
82,1,major_apportunity,1,on_interest,4,4,4,3,3,4,4,4,2,2,4,4,4,4,2,4,5,4,4,1,,2,1,1,2,1,1,1,4,1,choreographer,seoul,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,1,4,3,lose_weight,1,3,4,seoul,seoul,parents,3,3,4,3,4,3,4,3,0,0,better_job,3,2,3,3,5,4,4,4,3,3,3,3,4,0,0,0,0,1,1,0,0,5,5,5,5,3,3,3,4,5,5,5,5,5,5,5,4,3,3,3,4,4,4,4,4,0,1,early,2025,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
83,1,low_tuition,1,on_interest,3,3,3,2,3,4,4,3,2,2,3,4,4,4,3,4,4,4,4,1,,2,2,2,2,2,2,2,4,1,k_pop_choreographer,seoul,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,4,4,5,3,keep_weight,1,3,3,yeongnam,seoul,independent,3,3,3,3,3,3,3,3,1,1,,4,3,4,3,4,4,4,4,4,4,4,4,4,0,1,1,0,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,early,2025,choreo,less2,1,1,1,1,1,1,bau,seoul,2
84,3,parent_teacher,1,career_goals,4,4,5,3,4,4,4,4,3,3,4,5,4,3,2,4,4,4,5,1,,4,2,2,1,2,3,4,1,1,,seoul,1,1,1,,,,,,,,,,,,1,,2,4,3,3,4,1,2,3,lose_weight,0,5,3,seoul,yeongnam,independent,4,3,4,3,3,3,3,3,1,0,better_job,3,2,3,3,2,4,3,5,3,3,3,2,3,1,0,0,0,1,0,0,0,5,5,5,5,3,2,3,4,2,3,3,3,5,3,2,3,4,4,5,3,4,4,3,3,0,2,early,2024,bellydance,over10,1,1,1,1,1,0,dau,yeongnam,4
85,3,parent_teacher,1,on_interest,4,4,4,3,3,3,3,3,2,3,3,4,4,3,4,4,4,4,4,1,,3,2,2,3,2,1,3,4,1,performance_director,seoul,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,3,3,3,3,3,1,5,3,no_weight,1,3,3,yeongnam,yeongnam,independent,4,4,4,4,4,4,4,3,1,0,better_job,3,3,4,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,0,2,early,2024,streetdance,4to7,1,1,1,1,1,1,dau,yeongnam,4
86,2,edu_structure,1,on_interest,4,4,4,4,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,1,,2,3,3,2,1,2,4,3,0,,yeongnam,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,3,4,4,5,1,lose_weight,1,3,3,yeongnam,yeongnam,independent,3,4,3,3,2,3,3,3,1,1,,4,3,3,3,2,4,4,4,4,3,2,2,3,0,0,0,0,1,0,0,0,5,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,0,4,early,2022,streetdance,7to10,1,1,1,1,1,0,dau,yeongnam,4
87,2,major_apportunity,1,on_interest,4,3,4,4,4,3,5,4,2,2,3,4,2,4,3,3,5,5,4,0,interest_change,1,4,3,1,1,4,5,5,0,,yeongnam,1,1,1,1,1,0,0,0,0,,,,1,,,,3,4,4,4,5,3,4,3,keep_weight,1,3,2,yeongnam,yeongnam,independent,3,3,3,3,3,3,3,3,1,0,better_job,3,1,3,2,1,2,4,4,3,2,3,1,3,1,0,0,0,1,0,0,0,5,5,5,5,5,1,2,4,5,5,5,2,4,5,5,3,3,5,4,3,5,4,5,3,0,4,early,2022,bellydance,4to7,1,1,1,1,1,0,dau,yeongnam,4
88,1,major_apportunity,1,on_interest,5,5,5,4,3,5,5,3,2,2,4,3,4,3,3,4,4,4,4,1,,1,1,1,1,1,1,3,5,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,3,keep_weight,0,4,3,yeongnam,seoul,independent,3,3,3,3,3,3,3,3,1,1,,5,5,4,3,5,5,5,5,5,5,5,5,5,0,1,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,early,2025,streetdance,less2,1,1,0,1,1,0,bau,seoul,2
89,1,prefer_prof,1,on_interest,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,no_aptitude,4,4,4,4,4,4,4,4,1,,seoul,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,4,4,3,3,3,2,6,2,gain_weight,1,4,4,seoul,seoul,dormitory,3,3,3,3,3,3,3,3,1,1,reduce_housing_cost,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,1,1,early,2025,jazzdance,less2,1,1,0,1,1,1,sau,seoul,3
90,1,social_reputation,1,on_interest,4,3,3,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,5,1,,1,1,1,1,1,1,4,1,1,professor,seoul,1,1,1,,,,,,,,,,,1,,,3,4,3,4,5,1,4,1,no_weight,0,5,5,seoul,seoul,independent,4,4,4,4,4,4,4,4,1,1,,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,0,1,0,1,0,5,5,5,5,3,4,3,4,5,5,5,3,5,5,5,5,5,3,4,4,5,5,5,5,0,1,early,2025,streetdance,4to7,1,1,0,1,1,0,knsu,seoul,4
91,2,social_reputation,1,on_interest,3,3,3,2,5,4,4,3,1,1,3,4,3,2,2,4,4,4,4,1,job_difficulty,2,1,1,1,1,1,2,4,0,,seoul,0,0,,,,,,,,,,,,,,,,,,,,2,5,3,no_weight,0,3,3,seoul,seoul,independent,2,4,3,2,3,4,3,4,0,0,reduce_housing_cost,2,3,3,2,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,3,1,3,3,3,4,3,4,3,1,1,early,2025,streetdance,7to10,1,1,0,1,0,0,sau,seoul,3
92,3,major_apportunity,1,on_interest,5,4,5,5,2,4,5,3,2,2,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,1,3,1,0,,seoul,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,5,5,5,5,5,1,4,3,lose_weight,0,5,5,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,0,2,early,2024,streetdance,4to7,1,1,0,1,1,1,knsu,seoul,4
93,3,grade_fit,1,on_interest,5,5,5,5,2,4,5,5,4,4,5,5,5,4,5,5,5,5,5,1,,4,1,1,1,1,1,5,5,1,event_planner,seoul,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5,5,5,5,4,1,3,5,lose_weight,1,2,5,seoul,seoul,parents,3,3,3,3,3,3,3,3,1,1,,5,5,4,3,5,5,5,5,5,5,5,3,5,1,1,1,1,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,regular,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
94,2,grade_fit,1,career_goals,4,5,4,4,1,2,5,4,1,1,5,4,3,4,2,3,4,3,5,1,,1,1,1,5,4,1,1,1,0,,wherever,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,4,5,3,4,5,2,2,4,lose_weight,1,1,1,seoul,seoul,parents,3,4,3,3,3,3,4,3,0,1,,4,2,3,2,5,4,3,4,3,3,4,3,4,0,0,0,0,0,0,0,0,5,5,3,5,2,1,1,1,2,2,5,1,2,1,5,4,3,5,4,3,3,3,4,3,1,2,early,2024,streetdance,4to7,1,1,0,1,1,1,bau,seoul,2
95,3,parent_teacher,1,on_interest,4,3,5,4,1,3,5,4,4,4,4,4,4,4,4,4,4,3,4,0,low_salary,4,4,4,1,1,4,3,5,0,,seoul,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,4,4,4,1,3,4,no_weight,1,4,2,seoul,seoul,independent,3,3,3,3,3,3,3,3,1,1,,2,2,2,1,5,3,2,3,4,1,1,2,2,0,1,1,0,1,0,1,0,5,5,5,5,3,1,3,1,4,4,4,4,5,3,3,4,1,5,3,4,4,2,3,2,0,2,early,2024,jazzdance,2to4,0,1,0,1,1,0,bau,seoul,2
96,1,prefer_prof,1,on_interest,4,5,4,3,4,5,5,4,4,3,4,4,5,4,4,3,4,4,5,1,,2,2,2,3,2,2,4,5,1,academy_instructor,seoul,0,0,,,,,,,,1,0,1,0,1,1,0,,,,,,1,2,3,lose_weight,1,3,3,seoul,seoul,parents,4,3,4,3,4,4,4,2,0,1,,4,3,2,1,5,5,4,5,4,3,3,3,4,0,0,1,0,0,0,0,0,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,1,1,early,2025,streetdance,2to4,0,0,0,1,1,0,bau,seoul,2
97,2,prefer_prof,1,on_interest,3,1,5,3,1,2,5,4,2,1,3,3,4,3,3,3,2,3,3,0,job_difficulty,1,1,3,2,1,4,3,5,0,,seoul,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,3,3,5,1,5,1,no_weight,1,3,2,gangwon,gangwon,independent,2,3,3,3,3,3,3,3,1,1,,1,1,1,1,3,2,1,3,2,2,1,1,2,0,0,0,0,0,0,0,0,3,3,3,3,1,1,2,1,1,1,1,3,4,3,3,1,3,3,1,1,1,1,1,1,0,2,early,2024,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
98,1,major_apportunity,1,on_interest,4,3,3,2,4,4,3,3,1,1,3,3,2,2,1,3,4,4,4,1,,1,4,1,1,1,1,1,4,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,2,1,lose_weight,1,3,3,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,3,3,2,2,4,4,3,4,3,3,3,3,3,0,0,1,0,1,0,0,0,4,4,2,2,2,2,2,2,2,3,2,2,2,1,3,4,4,4,4,4,3,3,3,3,0,1,regular,2025,choreo,less2,0,1,0,1,0,0,bau,seoul,2
99,1,social_reputation,1,on_interest,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,3,4,4,4,1,low_salary,1,3,1,1,1,1,3,5,1,backup_dancer,seoul,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,3,3,4,4,5,1,lose_weight,0,5,2,seoul,seoul,parents,4,3,4,4,4,4,4,3,0,0,family_location,4,3,3,1,5,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,4,4,4,4,3,3,3,3,3,2,2,2,4,4,3,5,4,4,4,4,4,4,4,4,0,1,early,2025,choreo,less2,0,1,0,1,1,0,bau,seoul,2
100,2,major_apportunity,1,career_goals,4,5,4,3,4,5,4,3,2,2,4,3,4,4,2,4,5,5,5,1,,1,1,2,1,1,1,1,2,1,academy_instructor,seoul,0,0,,,,,,,,,,,,,,,,,,,,3,4,3,keep_weight,1,3,3,seoul,seoul,parents,3,4,3,3,3,3,3,3,0,1,,4,5,5,2,5,4,5,5,5,3,5,3,4,0,0,1,0,0,0,0,0,4,3,3,4,3,3,1,3,3,3,4,4,4,4,3,5,5,5,5,5,4,5,5,4,1,1,early,2025,choreo,less2,0,0,0,1,1,1,bau,seoul,2
101,1,commute_near,1,on_interest,4,5,3,3,4,4,5,4,1,1,5,4,4,4,3,5,5,5,5,1,,1,1,1,1,1,1,1,4,0,,wherever,0,0,,,,,,,,,,,,,,,,,,,,4,4,3,gain_weight,1,4,2,yeongnam,seoul,independent,3,3,3,3,3,3,3,2,1,1,,4,2,3,1,5,4,3,5,4,4,4,3,3,1,1,1,0,0,0,0,0,5,5,5,5,4,4,1,1,5,5,5,5,5,5,5,4,2,5,5,5,5,5,4,3,1,1,early,2025,streetdance,2to4,1,1,0,1,1,1,bau,seoul,2
102,1,social_reputation,1,on_interest,4,4,5,3,3,4,3,3,2,2,4,4,4,5,4,5,5,5,5,1,,1,1,1,1,1,1,3,5,1,dancer,seoul,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,5,5,4,5,1,4,3,lose_weight,1,4,4,seoul,seoul,parents,4,4,4,4,4,4,4,3,0,1,,3,3,3,2,4,4,4,4,4,3,3,3,4,0,0,0,0,0,0,0,0,5,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,3,4,4,4,4,4,4,0,2,regular,2024,streetdance,less2,0,0,0,1,1,0,bau,seoul,2
103,1,major_apportunity,1,on_interest,3,5,4,4,4,4,5,4,1,2,5,5,5,4,3,5,4,4,4,1,,1,4,4,1,1,2,3,2,1,"enter_staff, arts_staff",seoul,1,0,,,,,,,,0,0,0,0,1,1,0,5,5,5,4,5,1,4,5,lose_weight,0,5,5,seoul,seoul,parents,3,3,3,4,3,3,3,3,0,0,better_culture,5,5,5,4,5,5,5,5,5,4,5,5,5,1,0,1,0,1,0,1,0,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,4,4,5,5,0,2,early,2024,choreo,4to7,1,1,1,1,1,1,ddu,seoul,4
104,3,grade_fit,1,on_interest,5,5,4,4,3,4,5,3,2,2,4,3,2,4,3,3,4,4,5,1,,4,2,2,1,2,1,3,3,1,educator,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,3,1,gain_weight,0,5,4,seoul,seoul,parents,3,3,3,3,3,3,3,4,0,1,,3,3,3,1,3,3,2,4,3,3,3,3,3,0,0,1,0,0,0,0,0,4,3,4,3,4,4,5,3,2,3,3,3,3,3,2,3,4,3,4,4,3,3,3,3,1,1,early,2025,streetdance,2to4,1,0,0,1,1,0,bau,seoul,2
105,1,social_reputation,1,on_interest,3,3,3,4,3,4,4,3,2,2,3,3,3,3,4,3,3,3,4,1,,1,4,2,2,1,3,3,4,1,"choreographer, backup_dancer, academy_head",wherever,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,2,4,4,4,1,4,3,no_weight,0,4,4,jeju,seoul,dormitory,4,4,3,4,4,4,4,4,1,0,better_job,4,4,4,4,4,4,4,4,4,4,3,3,4,0,0,1,0,0,0,0,0,5,5,5,5,4,4,4,4,4,4,5,4,5,4,3,5,4,5,4,4,4,4,4,4,1,1,early,2025,choreo,less2,0,1,0,1,1,1,bau,seoul,2
106,1,job_prospects,1,on_interest,4,5,5,5,2,4,5,3,3,4,5,4,5,4,4,4,5,5,5,1,,2,3,3,2,2,2,2,4,1,dancer,seoul,0,0,,,,,,,,,,,,,,,,,,,,1,4,2,keep_weight,0,4,2,yeongnam,seoul,independent,3,3,3,3,3,3,3,3,1,1,,5,5,5,2,5,4,2,5,5,4,4,4,3,1,1,1,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,1,early,2025,streetdance,less2,0,0,0,1,1,0,bau,seoul,2
107,2,major_apportunity,1,on_interest,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,,2,2,2,2,2,2,2,4,1,dancer,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,3,lose_weight,1,3,3,chungcheong,seoul,independent,3,3,3,3,3,3,3,3,1,1,,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,0,1,early,2025,streetdance,2to4,1,1,1,1,1,0,bau,seoul,2
108,1,social_reputation,2,on_interest,4,4,4,3,2,2,4,3,2,2,4,4,3,4,3,2,2,3,3,0,bad_prospects,2,3,3,3,3,3,3,5,0,,wherever,1,0,,,,,,,,,,,,,,,,,,,,4,1,2,lose_weight,1,1,1,abroad,seoul,independent,4,3,3,3,2,3,4,2,1,0,reduce_housing_cost,3,3,3,2,4,2,2,3,2,3,3,3,1,0,0,0,0,0,0,0,0,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,4,2,2,3,2,2,2,2,2,0,2,regular,2024,choreo,less2,0,0,0,0,0,0,bau,seoul,2
109,1,major_apportunity,1,on_interest,3,3,3,3,3,4,4,3,4,2,4,4,5,4,4,3,3,4,4,1,,3,3,3,3,1,3,3,5,1,"dancer, choregrapher, instructor",seoul,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,4,5,3,4,3,4,4,2,lose_weight,1,2,2,yeongnam,seoul,independent,3,3,3,2,2,2,3,3,1,0,better_culture,3,1,4,3,4,3,3,2,3,2,4,3,3,0,1,0,0,0,0,0,0,5,4,5,4,3,3,3,1,5,5,5,5,5,5,5,4,3,5,3,3,3,3,2,2,0,2,regular,2024,streetdance,2to4,0,1,0,1,1,1,bau,seoul,2
110,3,job_prospects,1,on_interest,1,2,3,2,2,4,4,4,4,3,4,4,4,4,5,3,3,3,3,1,,4,3,3,5,2,3,2,5,1,dancer,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,4,2,lose_weight,1,4,4,seoul,seoul,parents,3,3,3,3,4,4,3,4,0,1,,4,3,3,2,4,2,3,2,2,3,3,2,3,0,1,1,0,0,0,0,0,3,2,2,2,1,1,1,2,2,5,5,4,4,2,3,4,2,3,2,1,2,1,2,1,0,1,early,2025,choreo,4to7,1,1,0,1,1,1,ddu,seoul,4
111,1,social_reputation,1,on_interest,4,4,5,4,2,4,5,4,4,2,5,5,4,4,2,4,5,5,5,1,,4,2,2,1,1,4,4,3,0,,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,1,4,keep_weight,1,5,3,gangwon,seoul,independent,3,3,3,3,4,3,2,1,1,1,,4,3,5,1,3,4,4,4,4,5,5,5,4,1,1,1,0,0,0,0,0,4,5,5,5,4,3,3,1,4,4,4,3,5,4,3,3,4,4,4,5,2,3,4,3,0,1,early,2025,streetdance,less2,0,1,0,1,1,0,bau,seoul,2
112,1,peer_advice,1,career_goals,3,4,4,4,3,4,4,4,4,3,4,3,4,3,4,5,5,5,5,1,,2,2,2,2,1,3,3,4,1,"instructor, backup_dancer",seoul,1,1,1,,,,1,,,,,1,,1,1,,3,3,4,4,4,3,4,4,lose_weight,0,4,4,seoul,seoul,parents,4,2,3,3,3,4,3,3,0,1,,3,2,4,3,3,4,3,4,4,4,4,3,4,1,1,0,0,1,0,1,0,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,0,2,early,2024,choreo,2to4,0,1,0,1,1,0,bau,seoul,2
113,2,grade_fit,1,on_interest,2,2,3,2,3,4,5,4,5,4,5,5,5,5,5,4,4,4,4,1,,5,1,1,1,1,5,1,3,1,performance_director ,seoul,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,3,3,2,4,4,3,keep_weight,1,1,1,seoul,seoul,parents,3,3,3,3,3,3,3,3,0,1,,2,1,1,1,3,4,3,4,4,1,1,1,3,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,2,4,4,4,4,4,3,2,3,1,5,3,4,1,1,1,1,0,2,regular,2023,choreo,less2,0,1,0,1,1,1,bau,seoul,2
114,1,major_apportunity,1,on_interest,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,,1,1,1,1,1,5,5,5,1,professor,wherever,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,5,5,5,5,5,1,2,4,lose_weight,1,4,2,seoul,seoul,independent,3,3,3,3,3,2,3,3,0,0,better_job,5,3,3,1,3,5,5,5,5,5,5,3,5,1,1,1,0,1,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,1,4,regular,2021,streetdance,over10,1,1,1,1,1,1,hyu,seoul,4
115,2,edu_duration,1,on_interest,3,4,4,4,3,4,4,4,3,2,4,3,4,4,4,4,4,4,4,1,,2,1,1,1,1,1,3,3,1,performance_director ,seoul,1,0,,,,,,,,,,,,,,,,,,,,1,3,5,keep_weight,1,3,2,yeongnam,seoul,independent,3,3,4,4,4,4,4,4,1,0,better_job,3,3,2,2,3,2,2,4,4,4,4,3,3,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,3,3,4,0,1,early,2025,choreo,7to10,1,1,1,1,1,0,hyu,seoul,4
116,1,commute_near,1,early_exp,3,3,5,5,3,4,5,4,1,1,4,4,3,4,3,3,3,3,3,1,,1,2,3,1,1,1,4,2,0,,seoul,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,2,4,2,3,1,1,3,no_weight,1,5,4,seoul,seoul,parents,3,4,4,4,3,3,3,3,0,1,,4,5,5,5,5,5,5,5,5,4,5,4,5,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,3,4,4,3,4,3,3,3,4,3,5,5,5,5,5,5,0,1,early,2025,streetdance,2to4,1,1,0,1,1,0,hyu,seoul,4
117,2,job_prospects,1,on_interest,3,4,4,4,2,4,5,3,2,2,4,4,5,4,5,5,5,5,5,1,,1,1,1,1,1,1,5,3,1,"professor, academy_instructor, dance_team",seoul,0,0,,,,,,,,1,1,1,0,1,1,0,2,4,5,4,4,1,4,3,lose_weight,1,2,2,seoul,seoul,parents,3,2,3,3,4,4,4,3,0,0,better_job,4,4,5,3,1,4,4,5,4,4,3,3,4,0,0,0,0,0,0,0,0,4,5,5,5,4,4,3,5,3,4,4,3,5,2,2,4,2,4,4,3,3,5,3,5,0,1,early,2025,streetdance,4to7,1,0,0,1,1,0,hyu,seoul,4
